predicted,actual,diff,comment
0,5,5," Dámy a pánové. Svět se změnil. Minimálně ten můj. Dalších devadesát minut ptačí epidemie mi totiž otevřelo oči, jak špatně jsem ""jedničku"" uchopil. Dámy a pánové, právě čtete jeden z mých nejlepších komentářů (a nejdelších). Tento film mi totiž změnil život tak, že silně přemýšlím o tom, že o něm napíšu do blogísku, abych se pokusil otevřít oči všem těm, kteří ten film tak špatně hodnotí. Zapomeňte totiž na to, že tento film se dá zařadit do kategorie filmů ""tak špatný, až baví"". Ne. Birdemic 2 totiž posouvá hranice filmu do doposud neprozkoumaných končin a posouvá limity lidského chápání. Ale začněme raději začátkem. Film úspěšně navazuje na jedničku, ve své podstatě je ale současně remakem jedničky, a dá se tak říct, že v tomto filmu se režisérovi a scénáristovi v jedné osobě podařilo vytvořit skutečný filmový Inception, film ve filmu. Birdemic 2 je stejně geniálně napsaný, jako jeho předchůdce, ve skutečnosti je v něm totéž všechno, co bylo v Shock and Terror. Stejně geniální dialogy, stejně geniálně napsané charaktery. Abyste to chápali správně, postavy jsou ve filmu představeny a okamžitě zapomenuty. Nejlepší faktor celého filmu je právě v tom scénáři, a vytváří to, co ""jedničce"" chybělo. Vysvětlení, co se stalo mezi oběma filmy, je totiž tak (ano, opakuji toto slovo) geniálně napsáno, že při sledování máte pocit, že se ve vašem nitru probouzí celé lidství v průběhu generací. Jako kdyby všechny civilizace, které měly kulturu, literaturu a filozofii, najednou promlouvaly do vaší hlavy a vysvětlovaly vám, že všichni po celou dobu čekali přesně na tento film. Neboť tento film je naprostý unikát, doposud nevytvořený a nikdy se jej nikomu nepodaří napodobit. Ultimátní dílo, které překračuje hranice lidského chápání a posouvá limity lidských možností. Zapomeňte na Sókrata, Tomáše Akvinského, Kanta nebo Marxe, nikdo nikdy nenapsal něco tak neuvěřitelně geniálního, jako je tato vysvětlovací pasáž v Birdemic 2. Je to prostě tak neuvěřitelně sračkoidní, až to ohýbá čas a myšlenkový prostor a opačnou stranou se dostává až ZA HRANICI lidské geniality. Dále, Birdemic 2 využívá úspěšně všeho, co využívala jednička - stejná příběhová linka, totálně beze změny, stejně unikátní a originální animace. A přesto režisér a scénárista Nguyen přidává nové!!! Nechci tady spoilovat, o co jde, to zkrátka musíte vidět na vlastní oči, abyste mi uvěřili, ale snad vám jen řeknu, že zatímco v jedničce můj mozek odletěl do vesmíru při sledování ptačích scén, zde jsou ptačí scény to nejslabší a nejméně zábavné (otázka je, zda to není způsobeno tím, že jsou to vlastně kopie z jedničky). Nicméně to nové v Birdemic 2 je tak šíleně geniálně neuvěřitelné, že to zkrátka musí člověk vidět sám!  Jistě, film se nevyvaroval typického nešvaru pokračování - všechno z jedničky je ve dvojce větší a lepší, ale jak říkám, přidáním nových prvků se film posunul mimo hranice současné filmové tvorby, a velice pravděpodobně Nguyen vytvořil něco totálně nad rámec filmu. Charektery a vazby z jedničky jsou tak geniálně napsané, že zkrátka nezbývá než jen pokývat hlavou a říct: ""Ano, tento film mi otevřel oči. Tento film mi změnil život."""
0,5,5," ""JSOU MLADÍ, KRÁSNÍ, ÚSPĚŠNÍ A CHYSTAJÍ SE NATOČIT SVŮJ PRVNÍ VELKÝ FILM... ALE NEMILOSRDNÁ PŘÍRODA JIM KRUTĚ ZKŘÍŽÍ JEJICH SMĚLÉ PLÁNY..."" (A DOJDE I NA RAMÍNKA!) (a na protiptačí kung-fu) (a na zombies) (i na ekologickou agitku) Konečně jsem se dočkal! Pokračování kultovního Birdemicu je tady! V hlavních rolích dvě tuze pěkné bloncky a dva sympatičtí hoši s vizáží homosexuálních mormonů, což je ovšem jen zdání - oba jsou stoprocentně hetero a stoprocentně cool. Byl jsem na tenhle flák tak šíleně nadržený, že jsem ho zhltnul zasyrova bez českých titlů, čímž jsem nejspíš (kvůli své indiánské angličtině) nevstřebal všechny důležité podrobnosti. Ale nezoufám - dám to samozřejmě ještě jednou s titulema, až je nějaký bódhisatva hodí na síť. K požitku z tohoto uměleckého skvostu však postačí jen prostý obraz - už úvodní titulková scéna je božská a filmařsky naprosto geniální, a já marně vzpomínám, kdy jsem viděl něco aspoň podobně dokonalého. Jako už v prvním dílu diváka čekají opět působivé efekty a perfektní trikové scény - podmořský boj páru ženských nohou se zákeřnou medúzou patří k vrcholům žánru a Špílberg se svými trapnými Jaws může jen blednout závistí. Ihned vzápětí přijde krátká scéna s digitální sanitkou a mně údivem a ohromením spadla čelist a z útrob se vydral blažený ryk! Nejsilnější moment filmu je ovšem rudý déšť, při kterém z hlubin času i Země povstanou (vlastně povzlétnou) krutí archaičtí ptáci, to vše podbarveno mrazivě silnou monumentální hudbou. A pak se rozpoutá nefalšované filmové peklo, ještě teď mě obestírá hrůza, jen na to vzpomenu. A nakonec povstanou i mrtví z hrobů... Filmový soundtrack půjde jistě také na dračku a jeho nesporným vrcholem bude chytlavá diskotéková hitovka Star Bright, jejíhož negroamerického homosexuálního interpreta ve flanelové košili čeká nepochybně slavná a zářivá budoucnost... P.S.: Stejně jako Birdemic 1 je samozřejmě i Birdemic 2 tak příšerný a dementní úmyslně, kdo má aspoň průměrné rozumové schopnosti, měl by na to samozřejmě přijít sám. U jedničky bych tu naivitu a neprozření některých jedinců ještě dokázal snad i trochu pochopit, ale dvojku (s jejím dadaistickým zombie závěrem) může vzít vážně snad jen úplný mimoň."
0,0,0," Ta toto bolo za trest...:] naozaj je na tomto filme skoro vsetko zle, mozno ze vsetko... krasne vykony hercov a hereciek, zbrane s nekonecnymi zasobnikmi, specialne efekty, pribeh... koniec filmu(?).. ked uz je tych vtakov moc..tak tam dame zombie, nie? Samozrejme v kazdom filme musia byt kozy, sledovanie autobusu kamerou z auta na ktorom mu je vidiet rezerva... natiahneme ku koncu filmu trosku stopaz, nie? a ta zabery, kde ludia stoja a pozeraju.. a pozeraju .. a stoja a pozeraju... pohnu sa a pozeraju dalej... a kamera si vychutnava ich zaber..
Prve stretnutie s vtakmi? ""je mrtvy, je mrvtvy, je mrtvy, aj on je mrtvy... vsetci su mrtvi, je mrtvy"" a detailne zabery pocas celeho filmu na ""mrtvoly"", asi aby sme tomu uverili.. 
Radsej s hodnotenim skoncim, aj tak som s filmom stravil viac nez je nutne a zdrave..."
0,0,0," Mám rád indie filmy, krátké filmy a obecně nekomerční věci, ale tohle, tohle je prostě moc. Jestli šlo o jedničce říct, že je to Nguyenova prvotina, a něco jí proto odpustit, teď, o tři roky později, už to není možné, protože všechny chyby zopakoval a dokonce přidal několik nových! Katastrofa, takovéhle absolutně nepromyšlené zmetky dělají tak akorát indie filmům špatné  jméno - šmejd od scénáře po překlepy v závěrečných titulcích. Odpad!"
0,2,2," Německá autorka, asistentka režie a scénáristka Christiane Sadlo chrlí svá díla pod pseudonymem Inge Lindström jako na běžícím pásu,  5 až 7 za rok . Svůj švédský pseudonym a Švédsko jako kulisu pro svá díla si zřejmě vybrala proto, že Skandinávie je proslavená ještě uvolněnější morálkou než Evropa. Laciné a banální, pěkné na pohled - severská příroda, pohlední herci, ale nuda, nuda... Bohužel i v té lacinosti je vidět současnou společenskou bídu: místo manželství ""vztahy"" a kariéra muže i ženy je nejčastěji skloňované slovo. Osoby ve dvojicích se přeskupí podle potřeby a všechno je zase o.k. Červená knihovna. Červená filmotéka. A k tomu německá kinematografie... Co víc dodat?"
5,4,1, Naprosto brutální průvodce britským humorem. Zdejší hodnocení mi přijde dost mimo.
0,0,0," Britský humor zbožňuji, nikdy by mě nenapadlo, že britské komedii dám odpad, ale tohle dílo si díky koncovce ani tu jednu hvězdu nezaslouží, přitom to začalo docela slibně.
Je to totální blbost. Všechny postavy se chovají naprosto nesourodě. Celé je to nepromyšlené a jakoby nedodělané."
1,4,3," 46%. Tak to vyzerá, keď niekto berie humor vážne. Prehliadka vydarených i menej vydarených skečov, podradný nekorektný humor, a isto nie náhodou sa tu objaví Simon Pegg, Vincent Cassel a Bill Nighy. Ja som sa bavila dobre, i keď Prima dabing vôbec nebol príma."
0,4,4," Podle mého názoru značně nedoceněný snímek, vždyť to byla pořádná dávka skvělého britského humoru."
0,1,1," Takhle nechutnej závěr jsem v žádný komedii snad neviděl. Pousmál jsem se všeho všudy tak čtyřikrát, jinak to byl děs. Oba hlavní představitelé jsou totálně nechutný, a to ne zrovna v dobrém slova smyslu."
0,0,0," Guest house Paradiso. Čekal jsem komedii, ale takovou trapárnu ne. To že má být vtipné, ne pro mne. Už jen ta scéna Eddiho na motorce mě totálně dostala. Tenhle humor mi nic neříká."
0,2,2," Viděno 2x , některé scény jsou fajné, jiné zase totálně na ho*no!"
0,3,3," Podle mého názoru je tahle brutálně přestřelená sranda (až mi to připadá grotesku) čistě cílená - jinak by byli autoři skutečně šílení. Velkou devizou je, že to není natahované a tak si člověk nestihne ty extrémní zhovadilosti zprotivit. Dobrej background k práci. 5,5/10"
0,1,1," Já osobně anglickej humor všeho druhu miluju, od černých komedií, přes opileckou srandu Dylana Morana až po Červeného Trpaslíka, ale co je sakra tohle?Není to vtipný ani za mák, je to spíš nechutně trapný a smát se při tom, když někdo někoho mlátí minutu v kuse pánvičkou do obličeje, je známka lehké demence.Ta jedna hvězda je jen proto, že to pochází z Anglie - asi..."
0,0,0," ║Rozpočet $-miliónov║Tržby Celosvetovo $3,100,000║"
1,1,0, Úžasně připitomělá dvojice floutků Vyvyan a Rick z The Young Ones mě s velkym očekáváním přitáhla k týhle spatlanině - nešťastný a nepřehlédnutelný kopírky starejch dobrejch Fawlty Towers a idiotskejch gagů vybranejch z těch nejpitomnějších rodinejch komedií. Nezachránily to ani hektolitry zvratek a sadistický fórky. Velký zklamání...
0,3,3," Divna slusne obsazena silenost, ktera obcas ukaze, co za skvelou vec by mohla byt, skoda..."
0,2,2," pRik a Adrian se zase předvedli. Ano je to ještě šílenější než jem čekal. Přijde mi, jakoby chtěli natočit Hotýlek od Cleese po ""Bottomovsku"". Místy opravdu nechutné, ale místy taky velmi vtipné - viz nezapomenutelná scénka v chodbičce se svíčkou."
0,1,1," Uvolněná svobodomyslná legrace, kde je vše dovoleno. Tak to byl možná původní záměr tvůrců. Jenomže se to zvrhlo v přehlídku nechutností, sranda tlačí na pilu, až to není hezké a navíc bez originálních nápadů. Autoři posbírali co se dalo, kde se dalo a dotáhli to ad absurdum. Kdyby to natočili středoškoláci v rámci videokroužku,  tak tleskám. Fakt, že tohle někdo podává  jako regulérní film, je asi ta jediná legrace, kterou snímek nabídne. Jo, a předchozí aktivity herců v sitcomu Mladí v partě jsem viděla a taky to bylo dost ubohé. /9. 6. 2010/"
5,4,1," britský humor je hodně specifický .. svým způsobem trošku zvláštní .. někdy krapánek ujetý .. ale především naprosto originální .. a pro ty, kteří ho skousnou a mají rádi .. naprosto skvělý  …"
0,3,3," Převeliká debilita, občas snad až nevkusně trapná, ale jindy zas královsky zábavná :]"
0,2,2," Rik Mayall v jednom interview řekl, že i když se snažil vytvořit své charaktery tak hrozné jak to jen šlo, tak diváci je vždy z pro něj záhadných důvodů měli rádi. V Guest House Paradiso se mu (bohužel pro diváka) podařilo co chtěl - jeho Richard Twat je absolutně odporný a dokonce i Edmondsonův Eddie (jindy vlastně sympatický)  je nesnesitelný . Čekala jsem jen delší díl sitcomu Bottom (který filmu vlastně předcházel) a i když jsem dostala ten humor, co jsem chtěla - groteska, rvačky, absurdita a trochu nechutností - podstrádá všechnu atmosféru sitcomu, obě hlavní postavy mi lezly na nervy. Pokud jste fandové Bottom, tak vás film asi jen zklame... a když nejste, tak vám toho taky moc nepřinese. Škoda."
0,5,5," Hodnotím *****!!! 
Proč? Ti, kteří tady tento film zatratili a poslali do odpadu, zřejmě nepochopili tu velkou absurdní nadsázku, která z tohoto filmu přímo vyčnívá. Většina těch scén je dohnána až za hranici absurdity ( rvačka mezi Richiem a Eddiem, blicí scéna atd.) a právě proto tento film mám rád.Tento film se nesmí brát ani na vteřinu vážně, ba naopak, zde neplatí žádná pravidla, tedy vše je dovoleno. Škoda, že film nehodnotilo více lidí, snad by se dostal alespoň na 50%."
0,0,0, co to bylo?
0,3,3," Čistná dobytkárna, hotelový vepřín. Humor šokující a nechutný, ale když se na to díváte ve skupině, přijde vám to nehorázně vtipné (mě kolikrát bolelo břicho od smíchu). Točit filmy s oplzlým, záměrně nechutným humorem se musí umět a celá zdejší herecká a filmařská skvadra odvedla dobrou práci. Zdejší hodnocení 37% připisuji na vrub neznámosti filmu. Člověk si jen povzdechne, kde se to v těch lidech jen bere :)"
0,1,1," Horší britský komediální počin jsem snad do dnešního dne neviděl. U dvojice Mayall - Edmondson, respektive u celého uskupení The Comic Strip (soubor britských komiků pod patronátem J.Cleese, kteří vystupovali především v 80.letech v londýnském klubu Soho, začínali zde třeba Alexei Sayle či Jennifer Saunders), se sice musí počítat s ujetějším humorem, než je zdrávo, ale tohle už trochu překračuje meze. Čekal jsem něco podobného sitcomu ""Mladí v partě"", který mi sice ne úplně sedl a charaktery Ricka (Mayall) a Vyvyana (Edmondson) nepovažuji za úplně oblíbené, ale pod 80% jsem prostě jít nemohl. Tento seriál však zpětně musím ocenit ještě více než dříve - občas mi nějaká scénka přišla hloupá, ale nyní si říkám - zlaté občasné výpadky formy! Ale abych nekritizoval - ze začátku snímek nevypadá špatně a scéna, kdy se Mayall probouzí, mi přišla celkem vtipná (asi proto, že v podobném duchu jsem ji viděl už v Absolutely Fabulous). Ovšem pak už nastupují na scénu trapnosti typu mačkání varlat (!) a v této poloze už hlavní duo zůstává až do konce, kterému bych udělil takové zvláštní ocenění ""nejnevtipnější komická situace vůbec"". Zajímavá je taktéž účast dvou známých britských herců Billa Nighyho a Simona Pegga - hvězdy Pirátů na vlnách je mi celkem líto, Pegga by mi bylo taky, nebýt té odporné zvracecí scény, kterou si poškodil prestiž. Celé to korunuje mizerný primácký dabing s nezvládnutým voice-castingem (hlavně Pegg). Dal bych i odpad, ale přece jen si nejsem plně jist, že nic horšího už přijít v žánru britské komedie nemůže, a za těch pár dobrých vtipů nebo slovních přestřelek si to aspoň jednu hvězdu zaslouží."
0,0,0," Šílený, katastrofální, trapný!"
0,3,3," Je to nechutný, fekální, stupidní a já nevím ještě jaký humor a chtěla bych o sobě říci, že je to pod mou úroveň. Ale neřeknu, protože jsem se opravdu zasmála, až mě bříško bolelo:-). A mimochodem - poznali jste Lorda Flashearta z Černé Zmije?"
0,0,0, Obludnost.
0,3,3, Svieckou priamo do oka :))) - najlepsia scena filmu.
0,3,3," Britský humor moc nemusím, ale u tohodle filmu mi moc nevadil, ba naopak, skvěle jsem se u něj bavil...."
1,1,0," Neuvěřitelné, přehuštné rádoby dobrým britským humorem, tak toto se zcela nepovedlo, hvězdu dávám za originalitu jaderné elektrárny hned v sousedství hotýlku, to je opravdu komediální výhled."
0,4,4," Odporný, nevkusný, pokleslý humor. Ale ne stupidní a já jsem se bavil! Chci mí na DVD."
0,0,0," Heh.Tak tenhle film je každopádně vrcholem nevkusu :). Rozumím lidem kteří dávají odpad, ale i těm co jdou na 4-5 hvězd. Sám hodnotit nebudu... Jen připomen, že se ve filmu vyskytují i Cassel a Pegg."
